sent_at_ms	latency_us	delay_since_due_us
1790219135039	59	59
1790219135040	53	53
1790219135041	53	53
1790219135042	58	58
1790219135043	50	50
1790219135044	54	54
1790219135045	73	73
1790219135046	64	64
1790219135047	55	55
1790219135048	53	53
1790219135049	67	67
1790219135050	80	80
1790219135051	67	67
1790219135052	57	57
1790219135053	52	52
1790219135054	52	52
1790219135055	52	52
1790219135056	52	52
1790219135057	54	54
1790219135058	53	53
1790219135059	68	68
1790219135060	59	59
1790219135061	93	93
1790219135062	67	67
1790219135063	66	66
1790219135064	61	61
1790219135065	51	51
1790219135066	60	60
1790219135067	52	52
1790219135068	63	63
1790219135069	62	62
1790219135070	56	56
1790219135071	53	53
1790219135072	163	164
1790219135073	67	67
1790219135074	57	57
1790219135075	53	53
1790219135076	53	53
1790219135077	53	53
1790219135078	54	54
1790219135079	52	52
1790219135080	55	55
1790219135081	50	50
1790219135082	57	57
1790219135083	56	56
1790219135084	51	51
1790219135085	55	55
1790219135086	58	58
1790219135087	59	59
1790219135088	54	54
1790219135089	49	49
1790219135090	56	56
1790219135091	51	51
1790219135092	56	56
1790219135093	57	57
1790219135094	51	51
1790219135095	56	56
1790219135096	51	51
1790219135097	54	54
1790219135098	57	57
1790219135099	53	53
1790219135100	61	61
1790219135101	53	53
1790219135102	61	61
1790219135103	54	54
1790219135104	64	64
1790219135105	51	51
1790219135106	53	53
1790219135107	52	52
1790219135108	52	52
1790219135109	50	50
1790219135110	54	54
1790219135111	56	56
1790219135112	50	50
1790219135113	56	56
1790219135114	57	58
1790219135115	59	59
1790219135116	56	56
1790219135117	56	56
1790219135118	53	53
1790219135119	52	52
1790219135120	53	53
1790219135121	58	58
1790219135122	78	78
1790219135123	67	67
1790219135124	60	60
1790219135125	148	148
1790219135126	60	60
1790219135127	51	51
1790219135128	60	60
1790219135129	55	55
1790219135130	68	68
1790219135131	63	63
1790219135132	55	55
1790219135133	58	58
1790219135134	54	54
1790219135135	57	57
1790219135136	63	63
1790219135137	56	56
1790219135138	52	52
1790219135139	63	63
1790219135140	55	55
1790219135141	60	60
1790219135142	54	54
1790219135143	55	55
1790219135144	51	51
1790219135145	56	56
1790219135146	52	52
1790219135147	58	58
1790219135148	54	54
1790219135149	53	53
1790219135150	61	61
1790219135151	53	53
1790219135152	52	52
1790219135153	51	51
1790219135154	57	57
1790219135155	52	52
1790219135156	50	50
1790219135157	54	54
1790219135158	52	52
1790219135159	58	58
1790219135160	51	51
1790219135161	54	54
1790219135162	52	52
1790219135163	53	53
1790219135164	51	51
1790219135165	55	55
1790219135166	51	51
1790219135167	54	54
1790219135168	56	56
1790219135169	51	51
1790219135170	61	61
1790219135171	52	52
1790219135172	53	53
1790219135173	52	52
1790219135174	57	57
1790219135175	52	52
1790219135176	58	58
1790219135177	52	52
1790219135178	54	54
1790219135179	52	52
1790219135180	54	54
1790219135181	64	64
1790219135182	92	92
1790219135183	61	61
1790219135184	119	119
1790219135185	69	69
1790219135186	59	59
1790219135187	73	73
1790219135188	62	62
1790219135189	64	64
1790219135190	54	54
1790219135191	52	52
1790219135192	51	51
1790219135193	54	54
1790219135194	61	61
1790219135195	84	84
1790219135196	69	69
1790219135197	114	114
1790219135198	72	72
1790219135199	63	63
1790219135200	63	63
1790219135201	63	63
1790219135202	53	53
1790219135203	54	54
1790219135204	53	53
1790219135205	50	50
1790219135206	57	57
1790219135207	68	68
1790219135208	57	57
1790219135209	53	53
1790219135210	60	60
1790219135211	55	55
1790219135212	61	61
1790219135213	58	58
1790219135214	53	53
1790219135215	54	54
1790219135216	52	52
1790219135217	53	53
1790219135218	58	58
1790219135219	52	52
1790219135220	57	57
1790219135221	61	61
1790219135222	52	52
1790219135223	57	57
1790219135224	55	55
1790219135225	51	51
1790219135226	143	143
1790219135227	60	60
1790219135228	54	54
1790219135229	53	53
1790219135230	51	51
1790219135231	58	58
1790219135232	53	53
1790219135233	52	52
1790219135234	53	53
1790219135235	53	53
1790219135236	57	57
1790219135237	57	57
1790219135238	52	52
1790219135239	53	53
1790219135240	50	50
1790219135241	55	55
1790219135242	55	55
1790219135243	52	52
1790219135244	54	54
1790219135245	54	54
1790219135246	56	56
1790219135247	54	54
1790219135248	50	50
1790219135249	57	57
1790219135250	64	64
1790219135251	58	58
1790219135252	51	51
1790219135253	56	56
1790219135254	51	51
1790219135255	53	54
1790219135256	53	53
1790219135257	54	54
1790219135258	53	53
1790219135259	54	54
1790219135260	58	58
1790219135261	56	56
1790219135262	55	55
1790219135263	58	58
1790219135264	52	52
1790219135265	53	53
1790219135266	53	53
1790219135267	52	52
1790219135268	50	50
1790219135269	54	54
1790219135270	63	63
1790219135271	51	51
1790219135272	54	54
1790219135273	52	52
1790219135274	53	53
1790219135275	52	52
1790219135276	52	52
1790219135277	54	54
1790219135278	54	54
1790219135279	52	52
1790219135280	55	55
1790219135281	53	53
1790219135282	50	50
1790219135283	53	53
1790219135284	54	54
1790219135285	55	55
1790219135286	56	56
1790219135287	54	54
1790219135288	54	54
1790219135289	56	57
1790219135290	50	50
1790219135291	55	55
1790219135292	53	53
1790219135293	54	54
1790219135294	57	57
1790219135295	52	52
1790219135296	48	48
1790219135297	56	56
1790219135298	49	49
1790219135299	54	54
1790219135300	52	52
1790219135301	52	52
1790219135302	52	52
1790219135303	52	52
1790219135304	53	53
1790219135305	53	53
1790219135306	50	50
1790219135307	53	53
1790219135308	52	52
1790219135309	54	54
1790219135310	57	57
1790219135311	51	51
1790219135312	53	53
1790219135313	51	51
1790219135314	50	50
1790219135315	56	57
1790219135316	51	51
1790219135317	53	53
1790219135318	56	56
1790219135319	53	53
1790219135320	64	64
1790219135321	56	56
1790219135322	56	56
1790219135323	50	50
1790219135324	55	55
1790219135325	53	53
1790219135326	55	55
1790219135327	107	107
1790219135328	58	58
1790219135329	51	51
1790219135330	54	54
1790219135331	54	54
1790219135332	55	55
1790219135333	60	60
1790219135334	55	55
1790219135335	53	53
1790219135336	52	52
1790219135337	54	54
1790219135338	51	51
1790219135339	54	54
1790219135340	51	51
1790219135341	53	53
1790219135342	55	55
1790219135343	52	52
1790219135344	53	53
1790219135345	52	52
1790219135346	54	54
1790219135347	52	52
1790219135348	54	54
1790219135349	50	50
1790219135350	53	53
1790219135351	50	50
1790219135352	52	52
1790219135353	54	54
1790219135354	87	87
1790219135355	68	68
1790219135356	64	64
1790219135357	55	55
1790219135358	57	57
1790219135359	57	57
1790219135360	53	53
1790219135361	51	51
1790219135362	52	52
1790219135363	53	53
1790219135364	50	50
1790219135365	53	53
1790219135366	55	55
1790219135367	51	51
1790219135368	53	53
1790219135369	52	52
1790219135370	54	54
1790219135371	51	51
1790219135372	51	51
1790219135373	61	61
1790219135374	54	54
1790219135375	51	51
1790219135376	53	53
1790219135377	53	53
1790219135378	54	54
1790219135379	57	57
1790219135380	54	54
1790219135381	56	56
1790219135382	57	57
1790219135383	50	50
1790219135384	52	53
1790219135385	54	55
1790219135386	53	53
1790219135387	53	53
1790219135388	55	55
1790219135389	49	49
1790219135390	54	54
1790219135391	61	61
1790219135392	54	54
1790219135393	52	52
1790219135394	53	53
1790219135395	55	55
1790219135396	50	50
1790219135397	55	55
1790219135398	53	53
1790219135399	54	54
1790219135400	52	52
1790219135401	54	54
1790219135402	53	53
1790219135403	57	57
1790219135404	54	54
1790219135405	56	56
1790219135406	47	47
1790219135407	58	58
1790219135408	54	54
1790219135409	54	54
1790219135410	62	62
1790219135411	52	52
1790219135412	53	53
1790219135413	59	59
1790219135414	50	50
1790219135415	53	53
1790219135416	49	49
1790219135417	53	53
1790219135418	53	53
1790219135419	55	55
1790219135420	55	55
1790219135421	53	53
1790219135422	57	57
1790219135423	56	56
1790219135424	51	51
1790219135425	57	57
1790219135426	53	53
1790219135427	54	54
1790219135428	113	113
1790219135429	57	57
1790219135430	54	54
1790219135431	52	52
1790219135432	61	61
1790219135433	52	52
1790219135434	55	55
1790219135435	57	57
1790219135436	53	53
1790219135437	55	55
1790219135438	52	52
1790219135439	57	57
1790219135440	53	53
1790219135441	53	53
1790219135442	51	51
1790219135443	80	80
1790219135444	78	78
1790219135445	82	82
1790219135446	68	68
1790219135447	51	52
1790219135448	50	50
1790219135449	48	48
1790219135450	54	54
1790219135451	52	52
1790219135452	59	59
1790219135453	53	53
1790219135454	54	54
1790219135455	60	60
1790219135456	55	55
1790219135457	53	53
1790219135458	53	53
1790219135459	54	54
1790219135460	54	54
1790219135461	53	53
1790219135462	49	49
1790219135463	55	55
1790219135464	50	50
1790219135465	53	53
1790219135466	50	50
1790219135467	56	56
1790219135468	51	51
1790219135469	52	52
1790219135470	54	54
1790219135471	49	49
1790219135472	52	52
1790219135473	49	49
1790219135474	53	53
1790219135475	53	53
1790219135476	53	53
1790219135477	52	52
1790219135478	54	54
1790219135479	52	52
1790219135480	50	50
1790219135481	54	54
1790219135482	54	54
1790219135483	49	49
1790219135484	52	52
1790219135485	51	51
1790219135486	54	54
1790219135487	52	52
1790219135488	54	54
1790219135489	59	59
1790219135490	57	57
1790219135491	53	53
1790219135492	68	68
1790219135493	58	58
1790219135494	52	52
1790219135495	53	53
1790219135496	62	62
1790219135497	58	58
1790219135498	72	72
1790219135499	62	62
1790219135500	65	65
1790219135501	53	53
1790219135502	59	59
1790219135503	53	53
1790219135504	53	53
1790219135505	55	55
1790219135506	66	66
1790219135507	51	51
1790219135508	56	56
1790219135509	52	52
1790219135510	52	52
1790219135511	52	53
1790219135512	52	52
1790219135513	51	51
1790219135514	47	47
1790219135515	52	52
1790219135516	59	59
1790219135517	51	51
1790219135518	53	53
1790219135519	53	53
1790219135520	54	54
1790219135521	49	49
1790219135522	51	51
1790219135523	51	51
1790219135524	76	76
1790219135525	54	54
1790219135526	55	55
1790219135527	61	61
1790219135528	52	52
1790219135529	129	129
1790219135530	58	58
1790219135531	49	49
1790219135532	50	50
1790219135533	50	50
1790219135534	53	53
1790219135535	37	37
1790219135536	56	56
1790219135537	52	52
1790219135538	48	48
1790219135539	53	53
1790219135540	49	49
1790219135541	51	51
1790219135542	52	52
1790219135543	49	49
1790219135544	50	50
1790219135545	51	51
1790219135546	51	51
1790219135547	54	54
1790219135548	56	56
1790219135549	55	55
1790219135550	54	54
1790219135551	53	53
1790219135552	52	52
1790219135553	55	55
1790219135554	54	54
1790219135555	56	56
1790219135556	49	49
1790219135557	56	56
1790219135558	52	52
1790219135559	52	52
1790219135560	52	52
1790219135561	53	53
1790219135562	52	52
1790219135563	52	52
1790219135564	48	48
1790219135565	55	55
1790219135566	54	54
1790219135567	51	51
1790219135568	51	51
1790219135569	53	53
1790219135570	52	52
1790219135571	52	52
1790219135572	57	57
1790219135573	51	51
1790219135574	53	53
1790219135575	50	50
1790219135576	50	50
1790219135577	53	53
1790219135578	56	56
1790219135579	52	52
1790219135580	50	50
1790219135581	51	51
1790219135582	49	49
1790219135583	50	50
1790219135584	53	53
1790219135585	52	52
1790219135586	52	52
1790219135587	53	53
1790219135588	55	55
1790219135589	50	50
1790219135590	52	52
1790219135591	52	52
1790219135592	53	53
1790219135593	51	51
1790219135594	51	51
1790219135595	51	51
1790219135596	61	61
1790219135597	59	59
1790219135598	58	58
1790219135599	58	58
1790219135600	51	51
1790219135601	55	55
1790219135602	56	56
1790219135603	51	51
1790219135604	53	53
1790219135605	49	49
1790219135606	51	51
1790219135607	52	52
1790219135608	51	51
1790219135609	53	53
1790219135610	54	54
1790219135611	52	52
1790219135612	58	58
1790219135613	47	47
1790219135614	50	50
1790219135615	51	51
1790219135616	51	51
1790219135617	50	50
1790219135618	52	52
1790219135619	56	56
1790219135620	54	54
1790219135621	51	51
1790219135622	55	55
1790219135623	50	50
1790219135624	55	55
1790219135625	53	53
1790219135626	56	56
1790219135627	50	51
1790219135628	55	55
1790219135629	53	53
1790219135630	114	114
1790219135631	53	53
1790219135632	55	55
1790219135633	51	51
1790219135634	52	52
1790219135635	57	57
1790219135636	55	55
1790219135637	51	51
1790219135638	53	53
1790219135639	58	58
1790219135640	52	52
1790219135641	51	51
1790219135642	52	52
1790219135643	52	52
1790219135644	51	51
1790219135645	51	51
1790219135646	57	57
1790219135647	53	53
1790219135648	50	50
1790219135649	54	54
1790219135650	55	55
1790219135651	48	48
1790219135652	51	51
1790219135653	55	55
1790219135654	57	57
1790219135655	51	51
1790219135656	51	51
1790219135657	50	50
1790219135658	54	54
1790219135659	47	47
1790219135660	60	60
1790219135661	53	53
1790219135662	53	53
1790219135663	51	51
1790219135664	54	54
1790219135665	49	49
1790219135666	53	53
1790219135667	49	49
1790219135668	51	51
1790219135669	51	51
1790219135670	55	55
1790219135671	50	50
1790219135672	51	51
1790219135673	55	55
1790219135674	48	48
1790219135675	54	54
1790219135676	73	73
1790219135677	54	54
1790219135678	50	50
1790219135679	48	48
1790219135680	49	49
1790219135681	53	53
1790219135682	47	47
1790219135683	52	52
1790219135684	57	57
1790219135685	52	52
1790219135686	52	52
1790219135687	51	51
1790219135688	51	51
1790219135689	51	51
1790219135690	51	51
1790219135691	51	51
1790219135692	51	51
1790219135693	53	53
1790219135694	57	57
1790219135695	51	51
1790219135696	97	97
1790219135697	59	59
1790219135698	77	77
1790219135699	63	63
1790219135700	52	52
1790219135701	52	52
1790219135702	58	58
1790219135703	54	54
1790219135704	49	49
1790219135705	57	57
1790219135706	49	49
1790219135707	53	53
1790219135708	50	50
1790219135709	53	53
1790219135710	57	57
1790219135711	55	55
1790219135712	54	54
1790219135713	51	52
1790219135714	52	52
1790219135715	51	51
1790219135716	47	47
1790219135717	62	62
1790219135718	53	53
1790219135719	51	51
1790219135720	55	55
1790219135721	54	54
1790219135722	49	49
1790219135723	58	58
1790219135724	71	71
1790219135725	74	74
1790219135726	73	73
1790219135727	59	59
1790219135728	54	54
1790219135729	59	59
1790219135730	52	52
1790219135731	130	130
1790219135732	51	51
1790219135733	58	58
1790219135734	50	50
1790219135735	51	51
1790219135736	49	49
1790219135737	51	51
1790219135738	51	51
1790219135739	55	55
1790219135740	50	50
1790219135741	53	53
1790219135742	50	50
1790219135743	50	50
1790219135744	58	58
1790219135745	54	54
1790219135746	51	51
1790219135747	54	54
1790219135748	54	54
1790219135749	51	51
1790219135750	55	55
1790219135751	48	48
1790219135752	50	50
1790219135753	55	55
1790219135754	49	49
1790219135755	51	51
1790219135756	56	56
1790219135757	52	52
1790219135758	50	50
1790219135759	49	49
1790219135760	51	51
1790219135761	50	50
1790219135762	49	49
1790219135763	49	49
1790219135764	50	50
1790219135765	60	60
1790219135766	49	49
1790219135767	50	50
1790219135768	56	56
1790219135769	52	52
1790219135770	51	52
1790219135771	52	52
1790219135772	50	50
1790219135773	51	51
1790219135774	49	49
1790219135775	54	54
1790219135776	50	50
1790219135777	54	54
1790219135778	53	53
1790219135779	49	49
1790219135780	50	50
1790219135781	52	52
1790219135782	51	51
1790219135783	49	49
1790219135784	49	49
1790219135785	52	52
1790219135786	53	53
1790219135787	53	53
1790219135788	50	50
1790219135789	56	56
1790219135790	50	50
1790219135791	50	50
1790219135792	55	55
1790219135793	53	53
1790219135794	52	52
1790219135795	49	49
1790219135796	51	51
1790219135797	50	50
1790219135798	54	54
1790219135799	52	52
1790219135800	50	50
1790219135801	51	51
1790219135802	51	51
1790219135803	51	51
1790219135804	50	50
1790219135805	52	52
1790219135806	52	52
1790219135807	46	46
1790219135808	51	51
1790219135809	47	47
1790219135810	51	51
1790219135811	54	54
1790219135812	50	50
1790219135813	51	51
1790219135814	50	50
1790219135815	50	50
1790219135816	52	52
1790219135817	53	53
1790219135818	50	50
1790219135819	53	53
1790219135820	50	50
1790219135821	49	49
1790219135822	52	52
1790219135823	47	47
1790219135824	50	50
1790219135825	56	56
1790219135826	50	50
1790219135827	56	56
1790219135828	50	50
1790219135829	51	51
1790219135830	50	50
1790219135831	51	51
1790219135832	98	98
1790219135833	50	50
1790219135834	50	50
1790219135835	50	50
1790219135836	49	49
1790219135837	56	56
1790219135838	49	49
1790219135839	55	55
1790219135840	54	54
1790219135841	51	51
1790219135842	50	50
1790219135843	50	50
1790219135844	49	49
1790219135845	57	57
1790219135846	48	48
1790219135847	56	56
1790219135848	50	50
1790219135849	53	53
1790219135850	49	49
1790219135851	51	51
1790219135852	50	50
1790219135853	50	50
1790219135854	50	50
1790219135855	49	49
1790219135856	49	49
1790219135857	54	54
1790219135858	51	51
1790219135859	53	53
1790219135860	51	51
1790219135861	50	50
1790219135862	51	51
1790219135863	52	52
1790219135864	50	50
1790219135865	52	52
1790219135866	47	47
1790219135867	67	67
1790219135868	48	49
1790219135869	50	50
1790219135870	52	52
1790219135871	62	62
1790219135872	49	49
1790219135873	47	47
1790219135874	49	49
1790219135875	51	51
1790219135876	50	50
1790219135877	51	51
1790219135878	51	51
1790219135879	49	49
1790219135880	46	46
1790219135881	49	49
1790219135882	53	53
1790219135883	51	51
1790219135884	52	52
1790219135885	50	50
1790219135886	52	52
1790219135887	52	52
1790219135888	52	52
1790219135889	53	53
1790219135890	49	49
1790219135891	52	52
1790219135892	51	51
