event	utc	mono_ms	target	seq	request_id	detail
client_ack	2026-09-23T18:13:24.137636508Z	14876	replica1	260	async-partition-260	
client_ack	2026-09-23T18:13:24.160721675Z	14900	replica1	261	async-partition-261	
client_ack	2026-09-23T18:13:24.184231091Z	14923	replica1	262	async-partition-262	
client_ack	2026-09-23T18:13:24.207790008Z	14947	replica1	263	async-partition-263	
client_ack	2026-09-23T18:13:24.231158716Z	14970	replica1	264	async-partition-264	
client_ack	2026-09-23T18:13:24.256597300Z	14995	replica1	265	async-partition-265	
client_ack	2026-09-23T18:13:24.289925758Z	15029	replica1	266	async-partition-266	
client_ack	2026-09-23T18:13:24.316997383Z	15056	replica1	267	async-partition-267	
client_ack	2026-09-23T18:13:24.342500133Z	15081	replica1	268	async-partition-268	
client_ack	2026-09-23T18:13:24.368592925Z	15107	replica1	269	async-partition-269	
client_ack	2026-09-23T18:13:24.393909508Z	15133	replica1	270	async-partition-270	
client_ack	2026-09-23T18:13:24.420384466Z	15159	replica1	271	async-partition-271	
client_ack	2026-09-23T18:13:24.449476925Z	15188	replica1	272	async-partition-272	
client_ack	2026-09-23T18:13:24.476245675Z	15215	replica1	273	async-partition-273	
client_ack	2026-09-23T18:13:24.508151675Z	15247	replica1	274	async-partition-274	
client_ack	2026-09-23T18:13:24.531734216Z	15271	replica1	275	async-partition-275	
client_ack	2026-09-23T18:13:24.557364466Z	15296	replica1	276	async-partition-276	
client_ack	2026-09-23T18:13:24.584539633Z	15323	replica1	277	async-partition-277	
client_ack	2026-09-23T18:13:24.610856508Z	15350	replica1	278	async-partition-278	
client_ack	2026-09-23T18:13:24.640195092Z	15379	replica1	279	async-partition-279	
client_ack	2026-09-23T18:13:24.665371967Z	15404	replica1	280	async-partition-280	
client_ack	2026-09-23T18:13:24.687886508Z	15427	replica1	281	async-partition-281	
client_ack	2026-09-23T18:13:24.709531383Z	15448	replica1	282	async-partition-282	
client_ack	2026-09-23T18:13:24.731435258Z	15470	replica1	283	async-partition-283	
client_ack	2026-09-23T18:13:24.753847633Z	15493	replica1	284	async-partition-284	
client_ack	2026-09-23T18:13:24.776671217Z	15515	replica1	285	async-partition-285	
client_ack	2026-09-23T18:13:24.802512300Z	15541	replica1	286	async-partition-286	
client_ack	2026-09-23T18:13:24.829341217Z	15568	replica1	287	async-partition-287	
client_ack	2026-09-23T18:13:24.851458217Z	15590	replica1	288	async-partition-288	
client_ack	2026-09-23T18:13:24.873340842Z	15612	replica1	289	async-partition-289	
client_ack	2026-09-23T18:13:24.895920342Z	15635	replica1	290	async-partition-290	
client_ack	2026-09-23T18:13:24.918199300Z	15657	replica1	291	async-partition-291	
client_ack	2026-09-23T18:13:24.940179258Z	15679	replica1	292	async-partition-292	
client_ack	2026-09-23T18:13:24.962791300Z	15702	replica1	293	async-partition-293	
client_ack	2026-09-23T18:13:24.987124550Z	15726	replica1	294	async-partition-294	
client_ack	2026-09-23T18:13:25.009101425Z	15748	replica1	295	async-partition-295	
client_ack	2026-09-23T18:13:25.031651675Z	15770	replica1	296	async-partition-296	
client_ack	2026-09-23T18:13:25.054950217Z	15794	replica1	297	async-partition-297	
client_ack	2026-09-23T18:13:25.077942050Z	15817	replica1	298	async-partition-298	
client_ack	2026-09-23T18:13:25.101010217Z	15840	replica1	299	async-partition-299	
client_ack	2026-09-23T18:13:25.124199092Z	15863	replica1	300	async-partition-300	
client_ack	2026-09-23T18:13:25.148517008Z	15887	replica1	301	async-partition-301	
client_ack	2026-09-23T18:13:25.175842967Z	15915	replica1	302	async-partition-302	
client_ack	2026-09-23T18:13:25.204880800Z	15944	replica1	303	async-partition-303	
client_ack	2026-09-23T18:13:25.233267550Z	15972	replica1	304	async-partition-304	
client_ack	2026-09-23T18:13:25.260197967Z	15999	replica1	305	async-partition-305	
client_ack	2026-09-23T18:13:25.291614550Z	16030	replica1	306	async-partition-306	
client_ack	2026-09-23T18:13:25.315763509Z	16055	replica1	307	async-partition-307	
client_ack	2026-09-23T18:13:25.343279342Z	16082	replica1	308	async-partition-308	
client_ack	2026-09-23T18:13:25.374682509Z	16113	replica1	309	async-partition-309	
client_ack	2026-09-23T18:13:25.402230675Z	16141	replica1	310	async-partition-310	
client_ack	2026-09-23T18:13:25.428515550Z	16167	replica1	311	async-partition-311	
client_ack	2026-09-23T18:13:25.451935175Z	16191	replica1	312	async-partition-312	
client_ack	2026-09-23T18:13:25.476902634Z	16216	replica1	313	async-partition-313	
client_ack	2026-09-23T18:13:25.502370592Z	16241	replica1	314	async-partition-314	
client_ack	2026-09-23T18:13:25.525652259Z	16264	replica1	315	async-partition-315	
client_ack	2026-09-23T18:13:25.549825050Z	16289	replica1	316	async-partition-316	
client_ack	2026-09-23T18:13:25.573172967Z	16312	replica1	317	async-partition-317	
client_ack	2026-09-23T18:13:25.607810759Z	16347	replica1	318	async-partition-318	
client_ack	2026-09-23T18:13:25.631527717Z	16370	replica1	319	async-partition-319	
client_ack	2026-09-23T18:13:25.657470634Z	16396	replica1	320	async-partition-320	
client_ack	2026-09-23T18:13:25.681728092Z	16421	replica1	321	async-partition-321	
client_ack	2026-09-23T18:13:25.705200509Z	16444	replica1	322	async-partition-322	
client_ack	2026-09-23T18:13:25.731911342Z	16471	replica1	323	async-partition-323	
client_ack	2026-09-23T18:13:25.770554342Z	16509	replica1	324	async-partition-324	
client_ack	2026-09-23T18:13:25.809544509Z	16548	replica1	325	async-partition-325	
client_ack	2026-09-23T18:13:25.832922842Z	16572	replica1	326	async-partition-326	
client_ack	2026-09-23T18:13:25.868264300Z	16607	replica1	327	async-partition-327	
client_ack	2026-09-23T18:13:25.893051717Z	16632	replica1	328	async-partition-328	
client_ack	2026-09-23T18:13:25.920204009Z	16659	replica1	329	async-partition-329	
client_ack	2026-09-23T18:13:25.943219092Z	16682	replica1	330	async-partition-330	
client_ack	2026-09-23T18:13:25.974861884Z	16714	replica1	331	async-partition-331	
client_ack	2026-09-23T18:13:25.999918634Z	16739	replica1	332	async-partition-332	
client_ack	2026-09-23T18:13:26.029952551Z	16769	replica1	333	async-partition-333	
client_ack	2026-09-23T18:13:26.057702301Z	16797	replica1	334	async-partition-334	
client_ack	2026-09-23T18:13:26.101338926Z	16840	replica1	335	async-partition-335	
client_ack	2026-09-23T18:13:26.124158717Z	16863	replica1	336	async-partition-336	
client_ack	2026-09-23T18:13:26.151632801Z	16890	replica1	337	async-partition-337	
client_ack	2026-09-23T18:13:26.176848134Z	16916	replica1	338	async-partition-338	
client_ack	2026-09-23T18:13:26.201132509Z	16940	replica1	339	async-partition-339	
client_ack	2026-09-23T18:13:26.224922967Z	16964	replica1	340	async-partition-340	
client_ack	2026-09-23T18:13:26.254436051Z	16993	replica1	341	async-partition-341	
client_ack	2026-09-23T18:13:26.288706467Z	17028	replica1	342	async-partition-342	
client_ack	2026-09-23T18:13:26.313613884Z	17052	replica1	343	async-partition-343	
client_ack	2026-09-23T18:13:26.344078884Z	17083	replica1	344	async-partition-344	
client_ack	2026-09-23T18:13:26.369192467Z	17108	replica1	345	async-partition-345	
workload_stopped	2026-09-23T18:13:26.390415509Z	17129	replica1	345		
