event	utc	mono_ms	target	seq	request_id	detail
client_ack	2026-09-23T18:14:23.168268591Z	1079	source	43	semisync-applier-paused-43	
client_ack	2026-09-23T18:14:23.190856841Z	1102	source	44	semisync-applier-paused-44	
client_ack	2026-09-23T18:14:23.213265216Z	1124	source	45	semisync-applier-paused-45	
client_ack	2026-09-23T18:14:23.235017299Z	1146	source	46	semisync-applier-paused-46	
client_ack	2026-09-23T18:14:23.256695758Z	1167	source	47	semisync-applier-paused-47	
client_ack	2026-09-23T18:14:23.278957258Z	1190	source	48	semisync-applier-paused-48	
client_ack	2026-09-23T18:14:23.302901633Z	1214	source	49	semisync-applier-paused-49	
client_ack	2026-09-23T18:14:23.326225466Z	1237	source	50	semisync-applier-paused-50	
client_ack	2026-09-23T18:14:23.353689799Z	1264	source	51	semisync-applier-paused-51	
client_ack	2026-09-23T18:14:23.376589133Z	1287	source	52	semisync-applier-paused-52	
client_ack	2026-09-23T18:14:23.399694549Z	1310	source	53	semisync-applier-paused-53	
client_ack	2026-09-23T18:14:23.423039341Z	1334	source	54	semisync-applier-paused-54	
client_ack	2026-09-23T18:14:23.445658424Z	1356	source	55	semisync-applier-paused-55	
client_ack	2026-09-23T18:14:23.468359258Z	1379	source	56	semisync-applier-paused-56	
client_ack	2026-09-23T18:14:23.491476341Z	1402	source	57	semisync-applier-paused-57	
client_ack	2026-09-23T18:14:23.514695008Z	1425	source	58	semisync-applier-paused-58	
client_ack	2026-09-23T18:14:23.537915799Z	1449	source	59	semisync-applier-paused-59	
client_ack	2026-09-23T18:14:23.560674258Z	1471	source	60	semisync-applier-paused-60	
client_ack	2026-09-23T18:14:23.583714174Z	1495	source	61	semisync-applier-paused-61	
client_ack	2026-09-23T18:14:23.606837216Z	1518	source	62	semisync-applier-paused-62	
